DBN,School Name,Enrollment,Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Economic Need Index,Percent Overage / Undercredited,Percent in Temp Housing,Percent HRA Eligible,Teacher Percent - White,Nearby Student Distance (mi),Percentage of Students Enrolled in an AP Course,Percentage of Students Enrolled in an Advanced Math or Science Course,Percentage of Students Enrolled in a College Credited Course,Percentage of Students Enrolled in Any Advanced Course,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Percent of Students Chronically Absent,Teacher Attendance Rate,Metric Value - Average Regents Score - English,Metric Value - College and Career Preparatory Course Index,Metric Value - College Persistence,Rigorous Instruction - Element Score,Collaborative Teachers - Element Score,Supportive Environment - Element Score,Effective School Leadership - Element Score,Strong Family-Community Ties - Element Score,Trust - Element Score,Student Survey Response Rate,Teacher Survey Response Rate,Parent Survey Response Rate,zip code,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Median Household Income,Percent Households on SNAP/Food Stamps,dropout_rate,Graduation Rate,Student Percent - Black and Hispanic,Student Percent - Other,District,Borough,Percent College Ready based on SAT Math,Average Grade 8 Proficiency,CLEP_enrolled,IB_enrolled,NYCPS_college_prep_enrolled,Took_ACT
07X221,south bronx preparatory: a college board school,381.0,0.53,0.47,0.0,0.034,0.26,0.924,0.021,0.163,0.861,0.431,0.5,0.171,0.213,0.089,0.323,16.2,0.804,0.303,0.953,75.5,0.612,0.444,4.32,4.31,3.98,4.17,2.7,3.5,92.0,81.0,56.0,10454.0,20.1,11.6,63.2,21.3,28.2,73.6,26400.0,52.0,0.0,0.983,0.979,0.019,07,Bronx,0.079,2.54,0.0,0.0,0.0,0.0
07X223,the laboratory school of finance and technology: x223,366.0,0.492,0.505,0.003,0.033,0.169,0.919,0.008,0.134,0.85,0.302,0.5,0.339,0.38,0.068,0.735,0.2,0.755,0.373,0.954,74.2,0.803,0.555,3.94,4.44,4.02,4.53,3.92,4.23,94.0,93.0,29.0,10454.0,20.1,11.6,63.2,21.3,28.2,73.6,26400.0,52.0,1.1,0.9430000000000001,0.981,0.018000000000000002,07,Bronx,0.192,3.14,1.0,0.0,1.0,0.0
07X259,"h.e.r.o. high (health, education, and research occupations high school)",671.0,0.677,0.323,0.0,0.115,0.228,0.934,0.083,0.206,0.902,0.443,1.8,0.0,0.444,0.155,0.513,10.2,0.743,0.607,0.944,71.1,0.744,0.571,3.73,3.97,3.48,4.19,4.06,3.26,44.0,62.0,16.0,10455.0,15.4,14.3,67.2,19.5,27.9,80.3,35813.0,48.8,6.8,0.8685,0.9590000000000001,0.038,07,Bronx,0.009,2.48,0.0,0.0,0.0,0.0
07X334,international community high school,328.0,0.451,0.549,0.0,0.884,0.101,0.0,0.308,0.415,0.655,0.357,1.1,0.0,0.241,0.232,0.39,16.7,0.893,0.468,0.976,58.8,0.667,0.196,3.99,4.35,3.91,4.23,4.15,3.86,78.0,90.0,21.0,10454.0,20.1,11.6,63.2,21.3,28.2,73.6,26400.0,52.0,6.6,0.8474999999999999,0.933,0.048,07,Bronx,0.019,1.775,0.0,0.0,0.0,0.0
07X427,community school for social justice,216.0,0.486,0.514,0.0,0.185,0.273,0.935,0.116,0.264,0.884,0.579,1.6,0.0,0.236,0.074,0.269,6.6,0.947,0.691,0.959,64.2,0.239,0.263,3.73,4.5,4.05,3.85,3.26,4.23,76.0,95.0,34.0,10451.0,12.2,19.7,55.2,20.0,27.1,81.0,34316.0,41.6,14.95,0.7424999999999999,0.954,0.013999999999999999,07,Bronx,0.0,2.2350000000000003,0.0,0.0,0.0,0.0
07X473,mott haven village preparatory high school,175.0,0.549,0.451,0.0,0.137,0.32,0.0,0.063,0.171,0.943,0.647,0.5,0.0,0.297,0.183,0.874,0.3,0.882,0.511,0.956,61.6,0.281,0.129,3.19,3.18,3.55,3.09,3.76,3.54,74.0,94.0,39.0,10455.0,15.4,14.3,67.2,19.5,27.9,80.3,35813.0,48.8,10.0,0.6705000000000001,0.972,0.028,07,Bronx,0.018,2.285,0.0,1.0,0.0,0.0
07X495,university heights secondary school,570.0,0.521,0.477,0.002,0.042,0.202,0.805,0.018,0.077,0.721,0.281,2.1,0.375,0.165,0.735,0.926,14.1,0.906,0.208,0.954,83.2,0.993,0.781,3.79,4.15,4.36,4.73,4.83,4.55,68.0,97.0,52.0,10455.0,15.4,14.3,67.2,19.5,27.9,80.3,35813.0,48.8,0.0,0.9964999999999999,0.873,0.096,07,Bronx,0.299,3.325,0.0,0.0,0.0,1.0
07X500,hostos-lincoln academy of science,331.0,0.489,0.511,0.0,0.039,0.224,0.88,0.045,0.115,0.795,0.359,0.7,0.088,0.384,0.453,0.65,19.1,0.846,0.335,0.959,78.9,0.722,0.357,3.17,3.73,3.76,3.68,3.72,3.88,72.0,71.0,21.0,10455.0,15.4,14.3,67.2,19.5,27.9,80.3,35813.0,48.8,2.95,0.9335,0.97,0.03,07,Bronx,0.291,2.855,0.0,0.0,0.0,0.0
07X522,bronx design and construction academy,228.0,0.202,0.798,0.0,0.158,0.417,0.931,0.07,0.18,0.886,0.241,1.7,0.399,0.447,0.0,0.575,6.9,0.828,0.5,0.969,68.5,0.459,0.186,3.12,3.54,3.26,3.41,3.46,3.27,89.0,84.0,24.0,10451.0,12.2,19.7,55.2,20.0,27.1,81.0,34316.0,41.6,16.200000000000003,0.707,0.974,0.022,07,Bronx,0.0,2.29,0.0,0.0,0.0,0.0
07X527,bronx leadership academy ii high school,406.0,0.466,0.534,0.0,0.135,0.281,0.934,0.081,0.202,0.874,0.39,1.1,0.286,0.537,0.0,0.648,8.1,0.805,0.62,0.953,60.0,0.67,0.392,3.02,3.96,3.66,3.48,3.12,3.74,90.0,79.0,92.0,10451.0,12.2,19.7,55.2,20.0,27.1,81.0,34316.0,41.6,13.05,0.8400000000000001,0.9630000000000001,0.037,07,Bronx,0.049,2.495,0.0,0.0,0.0,0.0
07X548,careers in sports high school,430.0,0.267,0.733,0.0,0.174,0.293,0.0,0.088,0.191,0.933,0.216,1.7,0.091,0.367,0.002,0.402,12.7,0.892,0.474,0.939,57.6,0.11,0.327,3.52,3.7,3.69,3.93,3.442935982339956,3.45,64.0,51.0,6.0,10451.0,12.2,19.7,55.2,20.0,27.1,81.0,34316.0,41.6,11.65,0.7589999999999999,0.979,0.016,07,Bronx,0.0,2.1950000000000003,0.0,0.0,0.0,0.0
07X551,the urban assembly bronx academy of letters,354.0,0.444,0.556,0.0,0.144,0.291,0.0,0.065,0.184,0.0,0.451,0.6,0.189,0.203,0.0,0.294,3.2,0.784,0.764,0.97,57.6,0.285,0.468,4.44,2.73,3.17,3.18,3.24,2.45,45.0,64.0,6.0,10451.0,12.2,19.7,55.2,20.0,27.1,81.0,34316.0,41.6,10.7,0.8035,0.9410000000000001,0.056,07,Bronx,0.0,2.195,0.0,0.0,0.0,0.0
07X600,alfred e. smith career and technical education high school,409.0,0.149,0.851,0.0,0.132,0.291,0.899,0.044,0.169,0.829,0.297,2.1,0.196,0.359,0.0,0.452,11.2,0.919,0.525,0.96,72.3,0.837,0.366,2.33,3.1,3.04,3.16,3.21,2.91,66.0,62.0,21.0,10451.0,12.2,19.7,55.2,20.0,27.1,81.0,34316.0,41.6,5.25,0.9385,0.9490000000000001,0.04700000000000001,07,Bronx,0.023,2.4349999999999996,0.0,0.0,0.0,0.0
07X625,bronx legacy high school,169.0,0.607,0.393,0.0,0.16,0.225,0.932,0.036,0.26,0.882,0.43055437100213223,2.2,0.077,0.331,0.059,0.349,3.2,0.5,0.476,0.964,68.4,0.6569582463465553,0.4853171247357294,3.4736402569593148,3.612055674518201,3.5770989010989007,3.56,3.442935982339956,2.77,64.0,87.0,72.0,10451.0,12.2,19.7,55.2,20.0,27.1,81.0,34316.0,41.6,3.7,0.9087500000000001,0.9520000000000001,0.030000000000000002,07,Bronx,0.075,2.375,0.0,0.0,0.0,0.0
07X670,health opportunities high school,223.0,0.601,0.399,0.0,0.112,0.318,0.0,0.081,0.206,0.892,0.318,1.7,0.126,0.26,0.0,0.35,4.8,0.864,0.517,0.944,62.6,0.253,0.348,2.16,1.94,3.47,2.47,3.95,3.24,71.0,83.0,69.0,10451.0,12.2,19.7,55.2,20.0,27.1,81.0,34316.0,41.6,10.75,0.764,0.959,0.031,07,Bronx,0.022,2.24,0.0,0.0,0.0,0.0
08X269,bronx studio school for writers and artists,331.0,0.586,0.414,0.0,0.091,0.242,0.932,0.015,0.1,0.888,0.491,0.5,0.051,0.248,0.0,0.266,6.1,0.754,0.646,0.954,70.5,0.485,0.415,2.52,3.21,3.25,3.29,3.07,3.14,84.0,88.0,11.0,10459.0,17.3,14.1,67.0,18.2,29.0,83.8,41270.0,39.5,6.9,0.897,0.9790000000000001,0.018,08,Bronx,0.045,2.535,0.0,0.0,0.0,0.0
08X282,women's academy of excellence,167.0,1.0,0.0,0.0,0.198,0.156,0.896,0.102,0.162,0.832,0.353,1.6,0.431,0.521,0.0,0.737,19.2,0.941,0.487,0.959,60.7,0.789,0.328,3.19,3.85,2.95,3.53,2.19,2.98,80.0,83.0,32.0,10473.0,12.4,22.3,52.1,19.1,22.9,83.1,51379.0,32.3,11.9,0.7915,0.706,0.276,08,Bronx,0.088,2.38,0.0,0.0,0.0,0.0
08X293,renaissance high school for musical theater and the arts,423.0,0.657,0.343,0.0,0.05,0.234,0.804,0.038,0.097,0.752,0.382,2.0,0.0,0.196,0.369,0.414,2.1,0.882,0.558,0.959,73.6,0.689,0.381,3.86,4.7,3.91,4.33,3.47,3.94,94.0,100.0,33.0,10461.0,9.6,27.1,57.4,13.1,29.0,86.3,64444.0,21.3,6.949999999999999,0.882,0.9129999999999999,0.08299999999999999,08,Bronx,0.047,2.59,0.0,0.0,0.0,0.0
08X312,millennium art academy,359.0,0.602,0.398,0.0,0.058,0.262,0.9,0.061,0.131,0.852,0.486,1.3,0.248,0.454,0.006,0.604,11.2,0.784,0.592,0.949,70.2,0.686,0.225,2.35,3.2,3.12,2.98,3.32,3.35,89.0,100.0,34.0,10473.0,12.4,22.3,52.1,19.1,22.9,83.1,51379.0,32.3,3.7,0.8385,0.919,0.05499999999999999,08,Bronx,0.021,2.62,0.0,0.0,0.0,0.0
08X320,pelham lab high school,311.0,0.455,0.545,0.0,0.074,0.244,0.861,0.071,0.109,0.801,0.345,1.7,0.318,0.1,0.106,0.347,10.2,0.862,0.629,0.954,61.6,0.378,0.269,2.77,3.46,2.82,3.4,3.58,3.12,94.0,100.0,23.0,10461.0,9.6,27.1,57.4,13.1,29.0,86.3,64444.0,21.3,11.0,0.824,0.823,0.158,08,Bronx,0.1,2.555,0.0,0.0,0.0,1.0
08X348,schuylerville preparatory high school,371.0,0.458,0.542,0.0,0.167,0.186,0.833,0.121,0.111,0.755,0.37,1.4,0.084,0.326,0.0,0.402,0.0,0.926,0.63,0.955,57.3,0.265,0.37,2.25,2.89,2.53,3.02,2.65,2.5,67.0,89.0,11.0,10461.0,9.6,27.1,57.4,13.1,29.0,86.3,64444.0,21.3,16.55,0.8505,0.741,0.199,08,Bronx,0.052,2.5,0.0,0.0,0.0,0.0
08X349,bronx river high school,432.0,0.396,0.604,0.0,0.095,0.255,0.846,0.014,0.102,0.785,0.486,1.6,0.086,0.227,0.035,0.275,10.2,0.8,0.456,0.957,71.4,0.4,0.347,3.5,4.23,3.53,3.95,3.39,3.22,58.0,79.0,26.0,10461.0,9.6,27.1,57.4,13.1,29.0,86.3,64444.0,21.3,3.2,0.9335,0.833,0.164,08,Bronx,0.032,2.54,0.0,0.0,0.0,0.0
08X367,"archimedes academy for math, science and technology applications",309.0,0.401,0.599,0.0,0.136,0.32,0.886,0.042,0.146,0.835,0.528,0.9,0.214,0.0,0.091,0.223,2.1,0.793,0.61,0.954,63.2,0.6,0.272,3.29,2.44,3.5770989010989007,3.26,2.05,2.96,7.0,74.0,23.0,10473.0,12.4,22.3,52.1,19.1,22.9,83.1,51379.0,32.3,21.35,0.7609999999999999,0.864,0.13599999999999998,08,Bronx,0.013,2.395,0.0,0.0,0.0,0.0
08X376,antonia pantoja preparatory academy: a college board school,248.0,0.516,0.484,0.0,0.161,0.319,0.904,0.105,0.202,0.851,0.25,0.7,0.169,0.109,0.169,0.19,1.6,0.889,0.588,0.941,64.6,0.81,0.441,2.18,3.57,3.1,3.53,3.55,3.85,96.0,100.0,85.0,10473.0,12.4,22.3,52.1,19.1,22.9,83.1,51379.0,32.3,19.2,0.8625,0.879,0.112,08,Bronx,0.016,2.245,0.0,0.0,0.0,0.0
08X405,herbert h. lehman high school,1055.0,0.432,0.567,0.001,0.1,0.217,0.813,0.038,0.098,0.751,0.588,1.9,0.043,0.125,0.124,0.219,0.1,0.763,0.374,0.959,65.5,0.384,0.37,3.04,3.45,3.05,3.24,3.13,2.88,75.0,87.0,22.0,10461.0,9.6,27.1,57.4,13.1,29.0,86.3,64444.0,21.3,12.649999999999999,0.8185,0.808,0.185,08,Bronx,0.068,2.745,0.0,0.0,0.0,0.0
08X432,bronx bridges high school,347.0,0.424,0.576,0.0,0.712,0.161,0.0,0.225,0.222,0.752,0.267,1.2,0.378,0.372,0.0,0.565,9.1,0.5,0.383,0.975,54.1,0.491,0.313,3.0,3.77,4.02,3.64,4.69,3.74,96.0,100.0,52.0,10473.0,12.4,22.3,52.1,19.1,22.9,83.1,51379.0,32.3,11.45,0.8779999999999999,0.871,0.124,08,Bronx,0.0,2.125,0.0,0.0,0.0,0.0
08X452,gotham collaborative high school,318.0,0.437,0.563,0.0,0.182,0.274,0.939,0.088,0.176,0.865,0.258,1.0,0.075,0.277,0.101,0.381,6.2,0.936,0.288,0.944,65.8,0.337,0.172,3.52,3.89,3.99,4.23,4.38,4.0,79.0,82.0,63.0,10473.0,12.4,22.3,52.1,19.1,22.9,83.1,51379.0,32.3,20.85,0.7585,0.893,0.10600000000000001,08,Bronx,0.023,2.335,0.0,0.0,0.0,0.0
08X530,longwood preparatory academy,352.0,0.528,0.472,0.0,0.128,0.301,0.936,0.071,0.162,0.881,0.206,1.1,0.438,0.506,0.253,0.736,7.7,0.765,0.528,0.939,63.9,0.92,0.224,3.51,4.37,3.64,3.76,4.35,3.99,78.0,86.0,45.0,10459.0,17.3,14.1,67.0,18.2,29.0,83.8,41270.0,39.5,6.3,0.8585,0.9770000000000001,0.02,08,Bronx,0.04,2.41,0.0,0.0,0.0,0.0
08X558,westchester square academy,409.0,0.438,0.56,0.002,0.12,0.269,0.817,0.068,0.095,0.756,0.387,1.6,0.235,0.291,0.13,0.438,1.0,0.645,0.605,0.946,62.0,0.549,0.455,2.8,3.21,2.79,3.35,2.86,2.82,72.0,82.0,16.0,10461.0,9.6,27.1,57.4,13.1,29.0,86.3,64444.0,21.3,9.350000000000001,0.8935,0.8119999999999999,0.185,08,Bronx,0.044,2.5250000000000004,0.0,0.0,0.0,0.0
08X561,bronx compass high school,395.0,0.397,0.603,0.0,0.096,0.273,0.892,0.073,0.137,0.833,0.281,1.2,0.256,0.643,0.015,0.668,2.7,0.75,0.574,0.934,69.4,0.292,0.287,2.15,2.16,2.57,2.5,3.14,3.47,87.0,94.0,81.0,10473.0,12.4,22.3,52.1,19.1,22.9,83.1,51379.0,32.3,14.55,0.8200000000000001,0.889,0.111,08,Bronx,0.014,2.4299999999999997,0.0,0.0,0.0,0.0
09X227,bronx collegiate academy,403.0,0.536,0.464,0.0,0.129,0.221,0.922,0.06,0.156,0.868,0.37,1.0,0.34,0.419,0.045,0.543,12.5,0.963,0.386,0.955,63.1,0.825,0.384,3.75,4.78,4.19,4.18,3.1,4.07,77.0,93.0,59.0,10457.0,15.2,15.1,67.1,16.3,38.9,81.2,41145.0,48.9,8.85,0.9059999999999999,0.9530000000000001,0.044,09,Bronx,0.039,2.625,0.0,0.0,0.0,0.0
09X231,eagle academy for young men,289.0,0.0,1.0,0.0,0.045,0.318,0.843,0.055,0.138,0.758,0.216,1.5,0.121,0.339,0.01,0.426,8.0,0.811,0.21,0.957,68.1,0.649,0.324,2.83,3.64,3.68,3.41,3.26,3.48,64.0,54.0,10.0,10457.0,15.2,15.1,67.1,16.3,38.9,81.2,41145.0,48.9,7.699999999999999,0.8995,0.9749999999999999,0.014,09,Bronx,0.075,2.49,0.0,0.0,0.0,0.0
09X241,"urban assembly school for applied math and science, the",343.0,0.464,0.536,0.0,0.117,0.297,0.921,0.012,0.155,0.863,0.338,0.8,0.306,0.706,0.0,0.88,5.1,0.646,0.697,0.946,59.2,0.604,0.477,2.95,3.16,3.04,3.59,3.55,3.61,71.0,97.0,40.0,10457.0,15.2,15.1,67.1,16.3,38.9,81.2,41145.0,48.9,2.6,0.9035,0.983,0.015,09,Bronx,0.085,2.49,0.0,0.0,0.0,0.0
09X250,eximius college preparatory academy: a college board school,368.0,0.505,0.492,0.003,0.095,0.231,0.927,0.057,0.177,0.853,0.464,0.9,0.245,0.283,0.003,0.424,12.0,0.786,0.376,0.948,76.1,0.462,0.41,3.83,4.62,4.09,4.33,2.97,3.86,54.0,71.0,39.0,10456.0,16.6,12.7,60.2,19.3,29.8,78.3,33317.0,49.8,4.5,0.935,0.9510000000000001,0.048,09,Bronx,0.051,2.65,0.0,0.0,0.0,0.0
09X252,mott hall bronx high school,340.0,0.479,0.521,0.0,0.153,0.238,0.946,0.056,0.156,0.888,0.419,0.9,0.0,0.385,0.0,0.591,11.9,0.71,0.576,0.949,74.5,0.875,0.465,3.55,3.19,3.7,3.62,3.54,3.24,48.0,93.0,19.0,10457.0,15.2,15.1,67.1,16.3,38.9,81.2,41145.0,48.9,9.2,0.911,0.964,0.03,09,Bronx,0.069,2.5700000000000003,0.0,1.0,0.0,0.0
09X260,bronx center for science and mathematics,388.0,0.43,0.57,0.0,0.08,0.222,0.877,0.021,0.121,0.784,0.4,1.3,0.229,0.454,0.0,0.541,2.4,0.733,0.439,0.956,77.6,0.777,0.691,3.81,3.18,3.31,3.22,2.94,3.61,69.0,100.0,44.0,10456.0,16.6,12.7,60.2,19.3,29.8,78.3,33317.0,49.8,5.55,0.965,0.897,0.1,09,Bronx,0.196,2.9299999999999997,0.0,0.0,0.0,0.0
09X263,validus preparatory academy,252.0,0.44,0.56,0.0,0.123,0.298,0.0,0.06,0.171,0.921,0.292,0.8,0.147,0.575,0.0,0.619,0.2,0.958,0.566,0.953,67.6,0.214,0.225,2.62,2.36,3.27,2.84,3.53,3.04,45.0,65.0,41.0,10457.0,15.2,15.1,67.1,16.3,38.9,81.2,41145.0,48.9,9.2,0.7605,0.984,0.008,09,Bronx,0.014,2.395,0.0,0.0,0.0,0.0
09X297,morris academy for collaborative studies,437.0,0.494,0.503,0.002,0.08,0.291,0.942,0.053,0.169,0.892,0.395,1.5,0.208,0.311,0.08,0.444,1.0,0.79,0.56,0.961,70.9,0.529,0.463,3.99,4.46,3.61,4.28,3.47,3.81,83.0,92.0,19.0,10456.0,16.6,12.7,60.2,19.3,29.8,78.3,33317.0,49.8,4.65,0.899,0.979,0.018000000000000002,09,Bronx,0.038,2.59,0.0,0.0,0.0,0.0
09X324,bronx early college academy for teaching & learning,311.0,0.479,0.521,0.0,0.064,0.225,0.92,0.006,0.164,0.871,0.419,0.8,0.0,0.254,0.0,0.521,12.1,0.71,0.401,0.975,67.9,0.795,0.545,3.89,3.95,3.8,3.36,3.91,3.75,94.0,93.0,37.0,10456.0,16.6,12.7,60.2,19.3,29.8,78.3,33317.0,49.8,1.4,0.9684999999999999,0.962,0.038,09,Bronx,0.096,2.7249999999999996,0.0,1.0,0.0,0.0
09X327,comprehensive model school project m.s. 327,370.0,0.459,0.541,0.0,0.059,0.246,0.92,0.011,0.157,0.862,0.281,0.5,0.203,0.522,0.0,0.592,9.1,0.825,0.427,0.961,69.2,0.583,0.514,3.68,4.26,3.5770989010989007,4.08,3.87,4.13,27.0,60.0,16.0,10452.0,16.1,14.4,69.9,16.1,37.9,79.6,36536.0,47.3,6.5,0.891,0.992,0.006,09,Bronx,0.208,2.92,0.0,0.0,0.0,0.0
09X329,dreamyard preparatory school,331.0,0.489,0.511,0.0,0.172,0.287,0.0,0.063,0.221,0.931,0.269,0.9,0.254,0.366,0.0,0.42,1.2,0.539,0.456,0.953,69.2,0.557,0.32,3.66,4.21,3.84,3.8,4.2,3.83,65.0,100.0,52.0,10457.0,15.2,15.1,67.1,16.3,38.9,81.2,41145.0,48.9,4.449999999999999,0.917,0.979,0.020999999999999998,09,Bronx,0.071,2.435,0.0,0.0,0.0,0.0
09X365,academy for language and technology,352.0,0.472,0.528,0.0,0.761,0.051,0.0,0.097,0.56,0.761,0.391,1.1,0.443,0.27,0.0,0.713,9.9,0.696,0.395,0.969,69.2,0.981,0.359,4.88,4.67,4.44,4.43,4.66,4.57,93.0,100.0,94.0,10453.0,17.2,14.9,67.8,15.6,41.5,84.7,34800.0,48.7,0.6,0.9875,0.997,0.0,09,Bronx,0.0,2.005,0.0,0.0,0.0,0.0
09X403,bronx international high school,342.0,0.523,0.477,0.0,0.918,0.029,0.0,0.114,0.322,0.743,0.385,1.1,0.07,0.424,0.146,0.439,17.2,0.962,0.583,0.941,50.2,0.659,0.296,3.52,3.73,3.5770989010989007,3.05,3.7,3.1,22.0,68.0,7.0,10456.0,16.6,12.7,60.2,19.3,29.8,78.3,33317.0,49.8,2.9,0.9165000000000001,0.944,0.048,09,Bronx,0.0,1.9100000000000001,0.0,0.0,0.0,0.0
09X404,school for excellence,100.0,0.39,0.61,0.0,0.13,0.39,0.949,0.1,0.25,0.87,0.43055437100213223,1.1,0.04,0.49,0.0,0.49,0.4,0.625,0.509,0.937,61.7,0.026,0.271,1.89,1.52,2.78,1.68,2.05,2.02,55.0,100.0,93.0,10456.0,16.6,12.7,60.2,19.3,29.8,78.3,33317.0,49.8,27.25,0.5795,0.93,0.07,09,Bronx,0.0,2.12,0.0,0.0,0.0,0.0
09X412,bronx high school of business,305.0,0.408,0.592,0.0,0.23,0.266,0.949,0.134,0.259,0.879,0.333,0.9,0.167,0.259,0.069,0.348,6.9,0.833,0.524,0.945,48.2,0.322,0.27,2.99,3.36,3.19,3.51,3.08,2.85,85.0,97.0,15.0,10457.0,15.2,15.1,67.1,16.3,38.9,81.2,41145.0,48.9,12.05,0.8029999999999999,0.964,0.033,09,Bronx,0.014,2.325,0.0,0.0,0.0,0.0
09X413,bronx high school for medical science,282.0,0.528,0.472,0.0,0.11,0.312,0.911,0.018,0.135,0.851,0.357,0.9,0.128,0.457,0.021,0.585,1.8,0.762,0.334,0.962,67.4,0.961,0.643,2.63,3.33,3.22,3.65,3.34,3.48,96.0,77.0,19.0,10457.0,15.2,15.1,67.1,16.3,38.9,81.2,41145.0,48.9,1.8,0.9125000000000001,0.919,0.082,09,Bronx,0.156,2.8499999999999996,0.0,0.0,0.0,0.0
09X505,"bronx school for law, government and justice",473.0,0.529,0.471,0.0,0.099,0.245,0.907,0.047,0.135,0.831,0.439,0.7,0.651,0.209,0.085,0.653,8.1,0.737,0.412,0.961,61.2,0.663,0.504,2.57,3.19,3.15,3.25,2.9,3.42,63.0,64.0,14.0,10451.0,12.2,19.7,55.2,20.0,27.1,81.0,34316.0,41.6,7.050000000000001,0.873,0.976,0.02,09,Bronx,0.025,2.7,0.0,0.0,0.0,0.0
09X517,frederick douglass academy iii secondary school,221.0,0.534,0.466,0.0,0.163,0.285,0.939,0.063,0.19,0.873,0.208,1.0,0.172,0.407,0.0,0.538,7.9,0.917,0.587,0.948,70.7,0.306,0.186,3.92,3.47,3.52,3.6,3.94,4.16,87.0,100.0,33.0,10456.0,16.6,12.7,60.2,19.3,29.8,78.3,33317.0,49.8,9.55,0.8365,0.9910000000000001,0.009,09,Bronx,0.0,2.275,0.0,0.0,0.0,0.0
09X525,bronx leadership academy high school,331.0,0.492,0.508,0.0,0.133,0.39,0.0,0.085,0.23,0.906,0.43055437100213223,0.9,0.698,0.483,0.0,0.967,2.0,0.893,0.535,0.949,51.1,0.947,0.266,3.26,3.34,3.09,3.48,3.1,2.3,71.0,59.0,23.0,10457.0,15.2,15.1,67.1,16.3,38.9,81.2,41145.0,48.9,5.55,0.8660000000000001,0.9670000000000001,0.03,09,Bronx,0.0,2.15,0.0,0.0,0.0,0.0
09X543,high school for violin and dance,129.0,0.705,0.295,0.0,0.194,0.341,0.0,0.07,0.295,0.907,0.43055437100213223,1.4,0.326,0.442,0.0,0.589,12.6,0.733,0.294,0.966,63.3,0.583,0.2,2.84,2.95,3.43,3.25,2.42,3.02,80.0,100.0,54.0,10456.0,16.6,12.7,60.2,19.3,29.8,78.3,33317.0,49.8,13.5,0.7535000000000001,0.984,0.016,09,Bronx,0.0,2.2800000000000002,0.0,0.0,0.0,0.0
09X564,claremont international hs,338.0,0.473,0.527,0.0,0.929,0.086,0.0,0.266,0.402,0.751,0.6,0.8,0.145,0.459,0.086,0.609,11.2,0.84,0.459,0.963,51.0,0.589,0.349,4.48,4.72,3.96,4.09,4.08,4.2,58.0,56.0,53.0,10457.0,15.2,15.1,67.1,16.3,38.9,81.2,41145.0,48.9,4.9,0.911,0.944,0.041999999999999996,09,Bronx,0.014,1.8050000000000002,0.0,0.0,0.0,0.0
09X568,young women's leadership school of the bronx,320.0,1.0,0.0,0.0,0.047,0.2,0.862,0.022,0.109,0.794,0.422,1.0,0.372,0.488,0.0,0.578,4.2,0.822,0.405,0.944,73.0,0.473,0.79,3.87,4.09,3.42,4.21,3.41,3.76,75.0,88.0,75.0,10453.0,17.2,14.9,67.8,15.6,41.5,84.7,34800.0,48.7,0.0,0.9475,0.922,0.069,09,Bronx,0.08,2.8200000000000003,0.0,0.0,0.0,0.0
10X141,riverdale / kingsbridge academy (middle school / high school 141),691.0,0.489,0.511,0.0,0.064,0.203,0.558,0.003,0.071,0.482,0.57,0.7,0.247,0.553,0.0,0.651,16.2,0.89,0.214,0.967,79.5,0.703,0.681,3.43,3.75,3.69,3.51,3.3,3.3,73.0,91.0,26.0,10463.0,7.8,42.5,52.9,17.4,30.2,88.4,66780.0,21.6,7.8,0.9305000000000001,0.6749999999999999,0.311,10,Bronx,0.386,2.975,0.0,0.0,0.0,1.0
10X213,bronx engineering and technology academy,351.0,0.131,0.869,0.0,0.105,0.316,0.902,0.057,0.154,0.826,0.258,1.8,0.179,0.496,0.0,0.584,3.5,0.903,0.581,0.95,65.9,0.355,0.317,3.34,3.96,3.54,3.92,3.43,4.19,51.0,91.0,41.0,10463.0,7.8,42.5,52.9,17.4,30.2,88.4,66780.0,21.6,7.7,0.8500000000000001,0.897,0.1,10,Bronx,0.093,2.675,0.0,0.0,0.0,0.0
10X225,theatre arts production company school,367.0,0.673,0.324,0.003,0.084,0.281,0.909,0.011,0.185,0.842,0.491,1.3,0.18,0.504,0.0,0.564,11.5,0.887,0.661,0.948,63.8,0.363,0.443,3.4,3.8,3.21,3.64,3.11,3.39,91.0,98.0,30.0,10457.0,15.2,15.1,67.1,16.3,38.9,81.2,41145.0,48.9,11.9,0.8305,0.9460000000000001,0.022,10,Bronx,0.063,2.585,0.0,0.0,0.0,0.0
10X237,"the marie curie school for medicine, nursing, and health professions",280.0,0.736,0.264,0.0,0.132,0.225,0.901,0.064,0.15,0.836,0.68,1.7,0.225,0.282,0.0,0.443,5.1,0.92,0.599,0.962,58.1,0.273,0.441,3.64,3.18,3.56,2.88,3.23,3.12,76.0,81.0,29.0,10463.0,7.8,42.5,52.9,17.4,30.2,88.4,66780.0,21.6,3.7,0.85,0.954,0.047,10,Bronx,0.018,2.4050000000000002,0.0,0.0,0.0,1.0
