DBN,School Name,Enrollment,Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Economic Need Index,Percent Overage / Undercredited,Percent in Temp Housing,Percent HRA Eligible,Teacher Percent - White,Nearby Student Distance (mi),Percentage of Students Enrolled in an AP Course,Percentage of Students Enrolled in an Advanced Math or Science Course,Percentage of Students Enrolled in a College Credited Course,Percentage of Students Enrolled in Any Advanced Course,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Percent of Students Chronically Absent,Teacher Attendance Rate,Metric Value - Average Regents Score - English,Metric Value - College and Career Preparatory Course Index,Metric Value - College Persistence,Rigorous Instruction - Element Score,Collaborative Teachers - Element Score,Supportive Environment - Element Score,Effective School Leadership - Element Score,Strong Family-Community Ties - Element Score,Trust - Element Score,Student Survey Response Rate,Teacher Survey Response Rate,Parent Survey Response Rate,zip code,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Median Household Income,Percent Households on SNAP/Food Stamps,dropout_rate,Graduation Rate,Student Percent - Black and Hispanic,Student Percent - Other,District,Borough,Percent College Ready based on SAT Math,Average Grade 8 Proficiency,CLEP_enrolled,IB_enrolled,NYCPS_college_prep_enrolled,Took_ACT
18K569,kurt hahn expeditionary learning school,158.0,0.367,0.633,0.0,0.127,0.348,0.813,0.133,0.158,0.741,0.333,1.2,0.076,0.487,0.152,0.513,2.2,0.889,0.587,0.925,60.7,0.357,0.329,3.21,3.42,3.58,3.42,3.442935982339956,3.45,70.0,42.0,2.0,11203.0,5.2,25.6,20.0,10.5,50.2,87.9,68006.0,18.1,8.05,0.7525,0.893,0.044,18,Brooklyn,0.0,2.275,0.0,0.0,0.0,0.0
18K576,victory collegiate high school,260.0,0.412,0.588,0.0,0.119,0.165,0.79,0.085,0.092,0.719,0.43055437100213223,1.5,0.158,0.165,0.0,0.262,2.2,1.0,0.552,0.948,64.6,0.283,0.669,4.41,3.43,3.6,3.08,3.77,3.44,47.0,93.0,56.0,11236.0,6.6,28.4,25.8,7.8,45.1,89.0,79885.0,17.5,5.15,0.9025000000000001,0.862,0.12,18,Brooklyn,0.038,2.56,0.0,0.0,0.0,0.0
18K617,high school for innovation in advertising and media,281.0,0.268,0.732,0.0,0.089,0.267,0.783,0.036,0.135,0.726,0.43055437100213223,0.9,0.388,0.189,0.149,0.445,15.2,0.643,0.505,0.933,59.2,0.269,0.291,3.69,3.25,3.56,3.53,4.43,4.3,85.0,37.0,80.0,11236.0,6.6,28.4,25.8,7.8,45.1,89.0,79885.0,17.5,2.1,0.881,0.865,0.1,18,Brooklyn,0.056,2.485,0.0,0.0,0.0,0.0
18K629,cultural academy for the arts and sciences,235.0,0.468,0.532,0.0,0.038,0.251,0.775,0.072,0.123,0.711,0.364,1.4,0.217,0.545,0.077,0.613,7.0,0.773,0.455,0.971,66.1,0.821,0.355,2.48,3.07,3.31,3.22,3.79,3.24,56.0,91.0,31.0,11203.0,5.2,25.6,20.0,10.5,50.2,87.9,68006.0,18.1,12.65,0.8795,0.966,0.035,18,Brooklyn,0.026,2.63,0.0,0.0,0.0,0.0
18K633,high school for medical professions,393.0,0.631,0.369,0.0,0.104,0.115,0.76,0.038,0.122,0.674,0.467,1.6,0.181,0.229,0.0,0.341,10.0,0.967,0.484,0.949,65.0,0.349,0.513,3.89,3.53,3.17,3.42,2.97,3.07,59.0,58.0,34.0,11236.0,6.6,28.4,25.8,7.8,45.1,89.0,79885.0,17.5,6.05,0.9035,0.906,0.095,18,Brooklyn,0.085,2.71,0.0,0.0,0.0,0.0
18K637,academy for conservation and the environment,388.0,0.343,0.657,0.0,0.085,0.188,0.779,0.044,0.139,0.727,0.367,1.2,0.376,0.433,0.16,0.686,12.1,0.9,0.202,0.957,69.2,0.818,0.394,4.01,4.35,4.16,4.48,4.64,4.18,91.0,100.0,57.0,11236.0,6.6,28.4,25.8,7.8,45.1,89.0,79885.0,17.5,5.85,0.9624999999999999,0.827,0.159,18,Brooklyn,0.061,2.575,0.0,0.0,0.0,0.0
18K642,urban action academy,138.0,0.362,0.638,0.0,0.109,0.275,0.796,0.159,0.13,0.739,0.5,0.9,0.159,0.181,0.0,0.297,5.2,0.9,0.439,0.949,68.6,0.337,0.208,3.69,3.79,3.67,3.79,3.75,2.93,67.0,70.0,46.0,11236.0,6.6,28.4,25.8,7.8,45.1,89.0,79885.0,17.5,11.05,0.7545,0.935,0.057999999999999996,18,Brooklyn,0.0,2.2649999999999997,0.0,0.0,0.0,0.0
19K404,academy for young writers,363.0,0.567,0.433,0.0,0.028,0.248,0.854,0.036,0.138,0.807,0.255,1.1,0.309,0.402,0.113,0.65,1.3,0.843,0.653,0.955,67.0,0.911,0.519,3.37,3.32,3.49,3.95,3.51,3.32,77.0,51.0,21.0,11208.0,8.8,15.4,50.0,8.1,39.4,88.5,56298.0,31.8,2.35,0.942,0.911,0.069,19,Brooklyn,0.063,2.505,0.0,0.0,0.0,0.0
19K409,east new york family academy,398.0,0.513,0.487,0.0,0.038,0.224,0.842,0.028,0.093,0.779,0.113,0.8,0.56,0.347,0.0,0.673,1.2,0.755,0.474,0.969,71.6,0.532,0.394,3.44,4.16,3.5770989010989007,4.3,3.68,3.73,27.0,74.0,19.0,11207.0,9.4,19.2,31.1,13.8,30.5,82.0,52569.0,33.0,3.55,0.975,0.96,0.033,19,Brooklyn,0.089,2.7,0.0,0.0,0.0,0.0
19K422,spring creek community school,294.0,0.442,0.558,0.0,0.017,0.228,0.808,0.027,0.102,0.728,0.318,1.0,0.088,0.391,0.0,0.452,1.1,0.682,0.54,0.945,66.1,0.428,0.274,3.54,3.27,3.06,3.5,3.39,2.52,60.0,77.0,8.0,11208.0,8.8,15.4,50.0,8.1,39.4,88.5,56298.0,31.8,7.425,0.864,0.9249999999999999,0.034,19,Brooklyn,0.029,2.465,0.0,0.0,0.0,0.0
19K502,fdny - captain vernon a. richard high school for fire and life safety,219.0,0.233,0.767,0.0,0.087,0.425,0.853,0.046,0.169,0.781,0.43055437100213223,1.4,0.215,0.178,0.0,0.365,16.1,0.783,0.375,0.964,52.7,0.262,0.056,2.77,3.61,3.85,3.58,2.96,3.9,45.0,96.0,24.0,11207.0,9.4,19.2,31.1,13.8,30.5,82.0,52569.0,33.0,6.7,0.831,0.895,0.05399999999999999,19,Brooklyn,0.016,2.245,0.0,0.0,0.0,1.0
19K504,high school for civil rights,140.0,0.529,0.471,0.0,0.157,0.314,0.922,0.157,0.236,0.821,0.43055437100213223,1.0,0.171,0.164,0.093,0.364,4.2,0.938,0.597,0.955,61.4,0.414,0.19,2.36,3.02,2.91,3.17,3.01,2.47,80.0,88.0,36.0,11207.0,9.4,19.2,31.1,13.8,30.5,82.0,52569.0,33.0,19.2,0.7535000000000001,0.8919999999999999,0.035,19,Brooklyn,0.0,2.245,0.0,0.0,0.0,0.0
19K507,performing arts and technology high school,325.0,0.606,0.394,0.0,0.114,0.24,0.848,0.071,0.16,0.785,0.25,1.1,0.298,0.302,0.218,0.52,10.2,0.679,0.261,0.952,65.5,0.679,0.646,3.64,4.21,4.22,4.03,4.01,3.94,92.0,72.0,17.0,11207.0,9.4,19.2,31.1,13.8,30.5,82.0,52569.0,33.0,4.15,0.9259999999999999,0.9319999999999999,0.024,19,Brooklyn,0.09,2.585,0.0,0.0,0.0,0.0
19K510,world academy for total community health high school,138.0,0.591,0.409,0.0,0.123,0.275,0.885,0.116,0.21,0.833,0.43055437100213223,1.0,0.551,0.145,0.21,0.638,2.1,0.846,0.629,0.978,62.8,0.34,0.089,2.12,2.65,3.25,3.28,3.19,3.11,75.0,71.0,61.0,11207.0,9.4,19.2,31.1,13.8,30.5,82.0,52569.0,33.0,9.4,0.756,0.899,0.094,19,Brooklyn,0.0,2.305,0.0,0.0,0.0,0.0
19K583,multicultural high school,349.0,0.393,0.607,0.0,0.951,0.023,0.0,0.115,0.183,0.53,0.43055437100213223,1.3,0.688,0.16,0.181,0.699,1.7,0.478,0.343,0.962,29.1,0.816,0.278,3.56,4.03,3.91,3.45,3.94,2.8,94.0,100.0,50.0,11208.0,8.8,15.4,50.0,8.1,39.4,88.5,56298.0,31.8,8.55,0.909,0.954,0.0,19,Brooklyn,0.009,1.8900000000000001,0.0,0.0,0.0,0.0
19K615,transit tech career and technical education high school,797.0,0.152,0.848,0.0,0.06,0.304,0.781,0.046,0.107,0.713,0.152,1.9,0.252,0.484,0.0,0.668,10.0,0.772,0.356,0.944,72.0,0.899,0.22,2.98,3.45,3.27,3.45,3.5,2.81,55.0,70.0,15.0,11208.0,8.8,15.4,50.0,8.1,39.4,88.5,56298.0,31.8,6.300000000000001,0.874,0.773,0.16300000000000003,19,Brooklyn,0.032,2.495,0.0,0.0,0.0,0.0
19K618,academy of innovative technology,407.0,0.197,0.803,0.0,0.074,0.238,0.781,0.039,0.123,0.698,0.306,1.5,0.268,0.236,0.0,0.398,6.1,0.75,0.512,0.963,68.4,0.569,0.517,3.0,2.94,3.53,3.8,3.6,3.78,79.0,83.0,30.0,11208.0,8.8,15.4,50.0,8.1,39.4,88.5,56298.0,31.8,7.300000000000001,0.933,0.877,0.11800000000000001,19,Brooklyn,0.109,2.76,0.0,0.0,0.0,0.0
19K639,brooklyn lab school,394.0,0.373,0.627,0.0,0.211,0.206,0.877,0.058,0.119,0.807,0.296,1.4,0.83,0.249,0.152,0.86,7.1,0.963,0.442,0.962,55.9,0.526,0.444,3.59,3.36,3.72,3.7,3.7,3.7,73.0,100.0,26.0,11208.0,8.8,15.4,50.0,8.1,39.4,88.5,56298.0,31.8,2.6,0.988,0.825,0.168,19,Brooklyn,0.072,2.445,0.0,0.0,0.0,0.0
19K659,cypress hills collegiate preparatory school,408.0,0.49,0.51,0.0,0.213,0.189,0.843,0.044,0.123,0.725,0.379,1.0,0.613,0.223,0.074,0.806,0.2,0.759,0.484,0.96,60.8,0.489,0.301,3.37,3.55,3.61,3.54,3.81,3.32,96.0,100.0,39.0,11208.0,8.8,15.4,50.0,8.1,39.4,88.5,56298.0,31.8,6.35,0.962,0.895,0.1,19,Brooklyn,0.12,2.58,0.0,1.0,0.0,0.0
19K660,w. h. maxwell career and technical education high school,415.0,0.684,0.316,0.0,0.142,0.32,0.926,0.113,0.2,0.872,0.152,1.1,0.395,0.284,0.116,0.499,1.2,0.696,0.641,0.951,61.5,0.547,0.207,2.48,3.62,2.94,3.36,3.442935982339956,3.45,66.0,42.0,14.0,11207.0,9.4,19.2,31.1,13.8,30.5,82.0,52569.0,33.0,15.1,0.806,0.89,0.074,19,Brooklyn,0.009,2.205,0.0,0.0,0.0,0.0
19K683,school for classics high school,272.0,0.529,0.471,0.0,0.364,0.239,0.93,0.165,0.165,0.849,0.273,0.6,0.221,0.357,0.099,0.438,5.0,0.818,0.437,0.905,51.7,0.373,0.2,2.32,2.69,3.48,2.79,3.71,3.28,42.0,79.0,12.0,11208.0,8.8,15.4,50.0,8.1,39.4,88.5,56298.0,31.8,13.899999999999999,0.822,0.724,0.213,19,Brooklyn,0.039,2.15,0.0,0.0,0.0,0.0
19K764,the urban assembly school for collaborative healthcare,336.0,0.661,0.339,0.0,0.128,0.146,0.785,0.042,0.131,0.714,0.538,1.4,0.205,0.536,0.0,0.625,0.1,0.731,0.496,0.952,63.8,0.815,0.557,2.7,3.22,3.34,3.2,3.29,3.13,95.0,100.0,29.0,11208.0,8.8,15.4,50.0,8.1,39.4,88.5,56298.0,31.8,12.0,0.911,0.827,0.167,19,Brooklyn,0.138,2.7249999999999996,0.0,0.0,0.0,0.0
19K953,the east new york arts and civics high school,159.0,0.516,0.484,0.0,0.145,0.302,0.917,0.164,0.176,0.881,0.43055437100213223,0.7,0.082,0.0,0.094,0.119,1.4,0.583,0.473,0.935,62.2,0.278,0.286,3.4736402569593148,3.612055674518201,3.5770989010989007,3.56,3.442935982339956,2.77,66.0,82.0,23.0,11207.0,9.4,19.2,31.1,13.8,30.5,82.0,52569.0,33.0,1.7,0.898,0.912,0.07500000000000001,19,Brooklyn,0.056,2.2199999999999998,0.0,0.0,0.0,0.0
20K445,new utrecht high school,3118.0,0.442,0.558,0.0,0.182,0.178,0.774,0.033,0.052,0.692,0.587,0.8,0.306,0.488,0.114,0.637,2.1,0.874,0.36,0.962,70.8,0.578,0.564,3.42,3.6,3.21,3.54,3.442935982339956,3.45,56.0,52.0,7.0,11214.0,16.4,32.0,73.0,11.3,54.9,86.3,60152.0,25.8,11.325,0.7969999999999999,0.386,0.611,20,Brooklyn,0.283,2.955,0.0,0.0,0.0,1.0
20K485,high school of telecommunication arts and technology,1273.0,0.396,0.604,0.0,0.097,0.205,0.758,0.016,0.041,0.696,0.557,1.3,0.317,0.508,0.156,0.773,9.6,0.763,0.154,0.946,77.0,0.978,0.671,3.72,3.66,3.84,3.63,2.65,3.28,61.0,88.0,20.0,11220.0,22.6,24.9,81.1,8.4,52.9,83.8,62804.0,26.0,2.3,0.9485,0.513,0.465,20,Brooklyn,0.344,2.94,0.0,0.0,0.0,1.0
20K490,fort hamilton high school,3959.0,0.472,0.528,0.0,0.124,0.156,0.729,0.023,0.058,0.651,0.702,1.3,0.23,0.354,0.05,0.496,11.0,0.951,0.354,0.959,79.0,0.716,0.578,3.91,3.6,3.71,4.09,2.35,3.35,82.0,87.0,47.0,11209.0,5.9,52.8,45.5,10.9,31.4,90.0,88546.0,11.1,8.85,0.891,0.338,0.6559999999999999,20,Brooklyn,0.379,3.17,0.0,0.0,1.0,1.0
20K505,franklin delano roosevelt high school,3258.0,0.407,0.593,0.0,0.286,0.18,0.854,0.073,0.073,0.736,0.479,1.6,0.238,0.347,0.136,0.486,8.2,0.808,0.366,0.959,65.4,0.605,0.459,2.59,3.05,3.39,3.03,2.73,3.14,66.0,91.0,16.0,11204.0,16.5,30.4,76.5,8.3,44.7,83.8,64172.0,23.8,10.825,0.8015,0.495,0.492,20,Brooklyn,0.227,2.815,0.0,0.0,0.0,1.0
20K609,urban assembly school for leadership and empowerment,338.0,1.0,0.0,0.0,0.139,0.133,0.849,0.033,0.109,0.781,0.583,1.3,0.278,0.311,0.0,0.503,2.0,0.854,0.431,0.956,71.9,0.938,0.677,3.86,4.09,3.8,3.93,2.76,3.79,89.0,92.0,34.0,11204.0,16.5,30.4,76.5,8.3,44.7,83.8,64172.0,23.8,0.65,0.9404999999999999,0.29600000000000004,0.692,20,Brooklyn,0.16,2.995,0.0,0.0,0.0,1.0
21K337,international high school at lafayette,356.0,0.413,0.587,0.0,0.921,0.014,0.0,0.303,0.542,0.598,0.522,1.4,0.0,0.385,0.138,0.402,0.2,0.957,0.425,0.97,48.9,0.487,0.489,4.03,3.58,3.72,3.5,3.73,4.05,61.0,83.0,38.0,11214.0,16.4,32.0,73.0,11.3,54.9,86.3,60152.0,25.8,15.0,0.7785,0.604,0.39,21,Brooklyn,0.104,1.97,0.0,0.0,0.0,0.0
21K344,rachel carson high school for coastal studies,601.0,0.476,0.522,0.002,0.205,0.18,0.779,0.037,0.062,0.689,0.658,1.4,0.386,0.483,0.103,0.672,4.2,0.763,0.413,0.947,63.1,0.962,0.371,3.03,3.33,3.41,3.44,2.55,3.69,70.0,75.0,32.0,11224.0,7.9,33.9,55.7,20.0,45.5,77.5,40467.0,43.4,2.0999999999999996,0.9319999999999999,0.28300000000000003,0.703,21,Brooklyn,0.233,2.92,0.0,0.0,0.0,0.0
21K348,high school of sports management,333.0,0.259,0.741,0.0,0.402,0.219,0.906,0.198,0.084,0.706,0.296,1.4,0.078,0.27,0.099,0.336,5.7,0.593,0.484,0.949,45.3,0.571,0.307,1.8,2.04,2.72,2.72,2.49,2.08,48.0,72.0,12.0,11214.0,16.4,32.0,73.0,11.3,54.9,86.3,60152.0,25.8,17.15,0.7985,0.6,0.393,21,Brooklyn,0.038,2.465,0.0,0.0,0.0,0.0
21K410,abraham lincoln high school,2098.0,0.459,0.541,0.0,0.15,0.161,0.818,0.042,0.094,0.746,0.521,3.4,0.459,0.183,0.097,0.51,19.1,0.868,0.596,0.961,72.6,0.606,0.432,3.88,3.99,3.67,3.6,2.42,3.37,76.0,91.0,12.0,11235.0,5.7,49.6,75.9,15.0,62.3,86.5,61320.0,22.9,5.85,0.8975,0.694,0.295,21,Brooklyn,0.08,2.74,0.0,0.0,0.0,0.0
21K468,kingsborough early college school,423.0,0.525,0.475,0.0,0.026,0.177,0.712,0.002,0.054,0.645,0.739,1.4,0.021,0.355,0.849,0.863,8.2,0.826,0.422,0.96,79.7,0.991,0.637,4.78,4.78,3.85,4.81,3.59,3.97,76.0,77.0,14.0,11214.0,16.4,32.0,73.0,11.3,54.9,86.3,60152.0,25.8,0.0,0.9904999999999999,0.598,0.38,21,Brooklyn,0.241,3.04,0.0,0.0,0.0,1.0
21K525,edward r. murrow high school,3622.0,0.574,0.425,0.001,0.078,0.182,0.646,0.02,0.078,0.554,0.585,2.2,0.276,0.359,0.134,0.59,11.5,0.853,0.312,0.962,77.3,0.796,0.664,3.4736402569593148,3.612055674518201,3.7,3.56,3.442935982339956,3.45,64.0,22.0,11.0,11230.0,8.5,42.6,55.3,13.0,40.7,83.3,65051.0,24.5,4.1,0.857,0.42000000000000004,0.5529999999999999,21,Brooklyn,0.352,3.04,0.0,0.0,0.0,1.0
21K540,john dewey high school,2182.0,0.519,0.481,0.0,0.187,0.161,0.812,0.048,0.092,0.734,0.68,2.1,0.226,0.375,0.089,0.515,2.1,0.856,0.296,0.963,69.1,0.796,0.589,3.02,3.51,3.59,3.79,2.64,3.58,59.0,65.0,33.0,11223.0,13.7,33.6,61.7,11.0,47.5,88.0,61356.0,27.4,8.0,0.8400000000000001,0.515,0.462,21,Brooklyn,0.245,2.9,0.0,0.0,0.0,1.0
21K559,life academy high school for film and music,247.0,0.51,0.49,0.0,0.275,0.215,0.892,0.109,0.13,0.721,0.529,1.4,0.741,0.211,0.0,0.741,8.0,0.824,0.485,0.947,59.2,0.514,0.525,3.05,3.8,3.31,3.58,3.442935982339956,3.45,61.0,39.0,13.0,11214.0,16.4,32.0,73.0,11.3,54.9,86.3,60152.0,25.8,6.95,0.9045,0.6880000000000001,0.307,21,Brooklyn,0.114,2.74,0.0,0.0,0.0,0.0
21K572,leaders high school,378.0,0.455,0.545,0.0,0.146,0.183,0.782,0.037,0.063,0.704,0.533,1.4,0.045,0.606,0.0,0.712,7.1,0.833,0.447,0.957,75.6,0.978,0.5,4.79,4.57,3.96,4.57,4.17,3.8,73.0,83.0,24.0,11214.0,16.4,32.0,73.0,11.3,54.9,86.3,60152.0,25.8,4.1,0.955,0.516,0.43600000000000005,21,Brooklyn,0.233,2.8899999999999997,0.0,0.0,1.0,0.0
21K620,william e. grady career and technical education high school,614.0,0.274,0.726,0.0,0.161,0.34,0.804,0.08,0.098,0.723,0.431,2.0,0.352,0.357,0.0,0.43,9.9,0.784,0.566,0.96,69.7,0.445,0.283,2.51,3.32,3.15,3.61,2.73,3.34,63.0,80.0,28.0,11235.0,5.7,49.6,75.9,15.0,62.3,86.5,61320.0,22.9,14.274999999999999,0.8354999999999999,0.685,0.30700000000000005,21,Brooklyn,0.063,2.51,0.0,0.0,0.0,0.0
21K690,brooklyn studio secondary school,543.0,0.483,0.517,0.0,0.168,0.193,0.797,0.015,0.039,0.698,0.758,0.6,0.186,0.333,0.046,0.405,12.8,0.773,0.37,0.952,70.5,0.545,0.547,3.31,2.73,3.58,2.76,2.48,2.69,81.0,68.0,14.0,11214.0,16.4,32.0,73.0,11.3,54.9,86.3,60152.0,25.8,3.375,0.896,0.359,0.636,21,Brooklyn,0.205,2.805,0.0,0.0,0.0,0.0
22K405,midwood high school,4062.0,0.549,0.45,0.0,0.04,0.156,0.653,0.01,0.043,0.584,0.604,2.4,0.355,0.49,0.022,0.618,1.1,0.775,0.281,0.955,84.0,0.812,0.772,3.06,3.03,3.18,2.98,1.77,3.54,66.0,57.0,21.0,11210.0,4.7,38.9,33.2,10.8,40.8,90.1,82904.0,16.2,2.25,0.9595,0.355,0.628,22,Brooklyn,0.599,3.39,0.0,0.0,0.0,1.0
22K425,james madison high school,3606.0,0.45,0.55,0.0,0.118,0.141,0.65,0.025,0.073,0.555,0.698,1.4,0.234,0.366,0.108,0.499,10.1,0.92,0.359,0.958,75.2,0.856,0.633,2.73,2.82,3.39,3.3,3.51,3.51,67.0,84.0,27.0,11229.0,7.5,41.4,59.4,10.4,46.8,86.4,72799.0,20.3,4.55,0.9185,0.29000000000000004,0.7,22,Brooklyn,0.323,3.125,0.0,0.0,0.0,1.0
22K535,leon m. goldstein high school for the sciences,981.0,0.547,0.45,0.003,0.03,0.173,0.51,0.013,0.027,0.418,0.667,4.2,0.558,0.444,0.262,0.732,11.0,0.933,0.201,0.962,85.2,0.941,0.795,2.96,2.9,3.33,3.39,3.26,3.32,71.0,73.0,13.0,11235.0,5.7,49.6,75.9,15.0,62.3,86.5,61320.0,22.9,1.275,0.968,0.303,0.677,22,Brooklyn,0.742,3.515,0.0,0.0,0.0,1.0
22K555,brooklyn college academy,632.0,0.589,0.411,0.0,0.014,0.158,0.564,0.003,0.041,0.476,0.412,2.7,0.286,0.334,0.579,0.832,4.6,0.941,0.133,0.966,82.1,0.957,0.786,4.28,4.58,3.98,3.79,3.8,3.58,85.0,92.0,34.0,11218.0,7.3,49.8,50.1,9.1,32.0,86.7,87759.0,15.3,2.1,0.974,0.861,0.134,22,Brooklyn,0.49,3.415,0.0,0.0,0.0,1.0
22K611,origins high school,445.0,0.417,0.583,0.0,0.261,0.169,0.831,0.079,0.092,0.778,0.526,0.7,0.456,0.315,0.126,0.488,0.8,0.737,0.595,0.952,68.2,0.561,0.434,3.35,3.89,3.25,3.68,3.49,3.06,53.0,71.0,16.0,11235.0,5.7,49.6,75.9,15.0,62.3,86.5,61320.0,22.9,3.4000000000000004,0.9155,0.395,0.596,22,Brooklyn,0.078,2.76,0.0,0.0,0.0,1.0
23K493,brooklyn collegiate: a college board school,417.0,0.46,0.54,0.0,0.072,0.23,0.861,0.106,0.146,0.794,0.333,1.0,0.233,0.266,0.326,0.552,8.2,0.583,0.554,0.965,70.7,0.77,0.292,2.97,3.12,3.16,3.75,3.53,3.06,92.0,95.0,23.0,11233.0,6.2,31.1,20.1,12.4,24.4,82.4,57812.0,26.7,7.45,0.8755,0.885,0.028999999999999998,23,Brooklyn,0.023,2.37,0.0,0.0,0.0,0.0
23K514,frederick douglass academy vii high school,223.0,0.489,0.511,0.0,0.072,0.269,0.903,0.049,0.251,0.825,0.333,0.7,0.327,0.359,0.0,0.552,16.7,0.5,0.32,0.973,71.5,0.661,0.423,3.31,3.58,3.72,3.72,4.1,3.34,92.0,95.0,84.0,11212.0,8.1,15.7,21.8,15.1,33.6,80.4,35840.0,43.5,4.4,0.9675,0.9279999999999999,0.022,23,Brooklyn,0.032,2.465,0.0,0.0,0.0,0.0
23K644,eagle academy for young men ii,402.0,0.0,1.0,0.0,0.012,0.271,0.772,0.047,0.129,0.682,0.156,1.4,0.154,0.264,0.0,0.371,15.2,0.933,0.244,0.962,66.5,0.382,0.35,4.58,4.59,4.39,4.63,4.23,4.55,42.0,98.0,28.0,11233.0,6.2,31.1,20.1,12.4,24.4,82.4,57812.0,26.7,0.6,0.964,0.917,0.03,23,Brooklyn,0.059,2.71,0.0,0.0,0.0,1.0
23K697,teachers preparatory high school,192.0,0.458,0.542,0.0,0.182,0.385,0.0,0.156,0.339,0.891,0.43055437100213223,0.5,0.047,0.099,0.0,0.13,0.4,1.0,0.585,0.94,54.0,0.338,0.049,2.56,2.99,2.72,2.4,3.44,2.43,59.0,85.0,24.0,11212.0,8.1,15.7,21.8,15.1,33.6,80.4,35840.0,43.5,11.8,0.731,0.8440000000000001,0.07300000000000001,23,Brooklyn,0.059,2.26,0.0,0.0,0.0,0.0
24Q236,international high school for health sciences,267.0,0.513,0.487,0.0,0.813,0.041,0.915,0.18,0.382,0.408,0.5,1.1,0.067,0.24,0.0,0.24,10.2,0.864,0.299,0.974,62.3,0.78,0.456,3.53,3.62,4.02,3.79,3.81,3.89,83.0,96.0,82.0,11373.0,17.2,30.4,86.3,7.6,66.1,89.1,67489.0,19.2,19.85,0.819,0.809,0.169,24,Queens,0.024,2.005,0.0,0.0,1.0,0.0
24Q264,academy of finance and enterprise,898.0,0.448,0.552,0.0,0.073,0.116,0.732,0.023,0.055,0.655,0.471,3.0,0.317,0.347,0.0,0.539,11.2,0.784,0.336,0.971,79.2,0.899,0.747,4.11,3.91,3.57,4.16,3.42,2.66,90.0,96.0,66.0,11101.0,6.0,62.5,48.0,8.1,38.6,88.9,109625.0,11.7,0.6,0.946,0.512,0.293,24,Queens,0.393,3.075,0.0,0.0,0.0,0.0
24Q267,high school of applied communication,367.0,0.42,0.58,0.0,0.125,0.218,0.826,0.027,0.054,0.779,0.429,3.0,0.55,0.065,0.0,0.559,1.1,0.679,0.422,0.961,64.9,0.911,0.602,2.96,3.31,3.12,3.25,2.97,2.87,73.0,89.0,18.0,11101.0,6.0,62.5,48.0,8.1,38.6,88.9,109625.0,11.7,3.8,0.9105,0.746,0.21800000000000003,24,Queens,0.122,2.715,0.0,0.0,0.0,0.0
24Q293,civic leadership academy,579.0,0.541,0.459,0.0,0.105,0.168,0.816,0.021,0.092,0.767,0.615,0.8,0.339,0.361,0.117,0.646,15.2,0.872,0.373,0.956,73.4,0.89,0.521,3.69,3.0,3.83,3.55,3.05,3.43,98.0,100.0,69.0,11373.0,17.2,30.4,86.3,7.6,66.1,89.1,67489.0,19.2,0.6,0.9425,0.8,0.196,24,Queens,0.215,2.85,0.0,0.0,0.0,0.0
24Q296,pan american international high school,480.0,0.469,0.531,0.0,0.91,0.019,0.949,0.258,0.475,0.425,0.226,0.8,0.423,0.488,0.171,0.508,2.0,0.807,0.144,0.964,50.0,0.74,0.21,4.07,4.83,4.48,4.33,4.63,4.53,86.0,76.0,84.0,11373.0,17.2,30.4,86.3,7.6,66.1,89.1,67489.0,19.2,0.9,0.967,0.985,0.004,24,Queens,0.047,1.93,0.0,0.0,0.0,0.0
24Q299,bard high school early college queens,670.0,0.627,0.373,0.0,0.007,0.13,0.544,0.003,0.042,0.467,0.625,4.1,0.0,0.272,0.463,0.722,1.1,0.854,0.162,0.99,80.3,0.993,0.85,4.78,3.89,3.77,3.01,3.22,3.62,54.0,56.0,17.0,11101.0,6.0,62.5,48.0,8.1,38.6,88.9,109625.0,11.7,0.6,0.993,0.478,0.492,24,Queens,0.856,3.87,0.0,0.0,0.0,1.0
24Q455,newtown high school,1761.0,0.428,0.572,0.0,0.284,0.183,0.855,0.093,0.106,0.692,0.423,0.9,0.304,0.387,0.045,0.498,0.1,0.829,0.36,0.957,70.0,0.565,0.416,3.07,3.21,3.64,3.79,2.66,3.57,52.0,76.0,20.0,11373.0,17.2,30.4,86.3,7.6,66.1,89.1,67489.0,19.2,11.85,0.784,0.7170000000000001,0.267,24,Queens,0.093,2.675,0.0,0.0,0.0,0.0
24Q485,grover cleveland high school,1480.0,0.445,0.555,0.001,0.263,0.193,0.8,0.052,0.128,0.649,0.535,1.0,0.196,0.38,0.015,0.457,5.1,0.842,0.484,0.957,73.5,0.735,0.409,2.59,3.47,3.52,3.33,2.86,3.12,55.0,78.0,20.0,11385.0,9.2,33.1,58.6,7.3,38.9,91.2,85127.0,10.3,6.8,0.8405,0.75,0.244,24,Queens,0.076,2.6,0.0,0.0,0.0,0.0
