,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Median Household Income,Percent Households on SNAP/Food Stamps,zip code tabulation area
15789,6.6,19.5,3.7,17.9,0.0,84.8,62750,6.8,47360
15790,0.0,29.7,0.0,16.3,0.0,90.0,62667,8.9,47361
15791,2.9,15.3,2.0,20.3,1.2,85.4,54252,12.7,47362
15792,0.0,29.4,29.4,44.1,29.4,47.1,-666666666,47.1,47366
15793,17.6,0.0,0.0,58.8,0.0,72.9,38021,18.6,47367
15794,2.6,21.6,0.5,14.2,0.5,85.1,66250,7.2,47368
15795,3.1,6.8,5.0,21.0,3.4,79.8,49049,7.3,47369
15796,6.0,11.0,0.0,29.2,0.0,72.0,-666666666,7.3,47370
15797,7.4,15.0,5.3,17.6,0.4,80.4,55830,6.8,47371
15798,0.5,15.2,4.4,17.5,3.8,81.6,50045,16.7,47373
15799,4.0,20.0,4.9,19.2,3.8,85.2,50880,16.2,47374
15800,5.4,9.6,5.3,20.5,4.7,79.7,55234,12.5,47380
15801,1.8,7.3,0.0,14.0,4.1,89.4,56250,1.5,47381
15802,2.2,7.7,2.0,17.5,0.0,85.5,57969,3.6,47382
15803,0.7,17.7,0.2,22.4,0.2,88.2,62321,9.9,47383
15804,0.9,16.2,0.6,14.6,0.9,85.7,76304,4.1,47384
15805,0.4,26.3,0.3,15.5,0.1,88.7,86429,8.8,47385
15806,1.8,26.5,1.2,42.3,0.2,74.5,74031,0.7,47386
15807,3.0,11.5,1.0,19.2,0.0,82.9,54167,3.1,47387
15808,0.7,36.0,0.0,17.7,0.0,90.3,49250,5.1,47388
15809,2.5,15.7,7.3,20.3,3.9,80.7,44063,16.4,47390
15810,0.0,27.3,0.0,47.3,0.0,70.5,71026,0.0,47392
15811,7.6,7.6,19.8,8.0,0.5,84.8,81563,1.0,47393
15812,1.9,15.4,1.1,21.4,0.8,82.9,65801,15.8,47394
15813,1.2,36.5,2.2,15.0,1.5,88.3,70625,3.9,47396
15814,0.9,60.9,15.1,10.6,12.7,89.9,61233,4.3,47401
15815,1.3,38.5,8.0,12.6,4.8,89.2,66572,11.6,47403
15816,1.2,41.7,5.6,10.5,5.0,86.9,51811,5.5,47404
15817,0.0,100.0,8.0,3.3,2.4,-666666666.0,-666666666,-666666666.0,47405
15818,0.0,68.1,11.0,5.6,7.7,100.0,-666666666,0.0,47406
15819,0.6,57.7,13.0,8.7,11.1,88.3,45056,4.1,47408
15820,0.0,15.7,0.0,72.5,0.0,58.1,22961,41.9,47420
15821,2.0,19.0,1.5,18.8,1.2,84.4,65630,8.8,47421
15822,3.3,18.8,0.8,23.0,0.3,81.8,66773,12.6,47424
15823,0.0,25.8,0.0,14.1,0.0,92.0,83594,2.7,47427
15824,1.8,33.9,1.7,17.1,0.9,97.3,81975,3.4,47429
15825,9.1,11.3,0.8,18.8,0.8,68.6,64375,13.4,47431
15826,4.4,15.5,1.3,14.8,2.9,84.2,60934,7.2,47432
15827,3.0,16.6,0.3,18.2,0.3,85.5,56439,12.3,47433
15828,0.0,0.0,0.0,100.0,0.0,100.0,-666666666,0.0,47434
15829,0.0,5.0,0.0,95.0,0.0,2.9,-666666666,0.0,47435
15830,6.3,20.6,2.4,26.6,1.4,85.9,61417,8.2,47436
15831,0.0,0.0,0.0,11.5,0.0,100.0,-666666666,23.3,47437
15832,3.4,10.3,1.6,15.6,0.0,76.4,48000,11.1,47438
15833,2.0,16.6,1.7,21.4,2.1,76.3,50528,12.2,47441
15834,1.6,8.7,7.7,28.0,6.0,65.6,59375,11.6,47443
15835,0.0,0.0,0.0,0.0,0.0,100.0,73107,0.0,47445
15836,5.8,17.6,2.7,16.3,1.8,73.2,55820,9.8,47446
15837,1.0,32.2,2.2,16.6,2.5,89.6,61356,5.4,47448
15838,7.1,8.9,0.0,20.8,0.0,80.1,50179,6.2,47449
15839,1.5,24.5,1.2,26.7,0.2,85.6,58250,7.7,47451
15840,1.7,12.3,3.2,18.3,1.1,84.4,65294,14.3,47452
15841,0.0,0.0,0.0,28.3,0.0,62.3,-666666666,0.0,47453
15842,6.5,12.1,0.6,23.5,0.5,82.9,48185,16.7,47454
15843,0.0,0.0,0.0,62.9,0.0,100.0,-666666666,0.0,47455
15844,0.0,8.9,0.0,13.9,0.0,85.7,66662,7.2,47456
15845,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,47457
15846,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,47458
15847,3.2,23.3,0.4,16.9,0.0,85.3,64951,6.1,47459
15848,2.3,17.1,0.8,20.7,0.7,79.2,59427,8.8,47460
15849,2.2,24.7,1.3,14.4,1.4,92.3,89494,8.5,47462
15850,3.5,11.5,0.0,31.7,0.0,85.3,58889,10.0,47464
15851,9.6,18.1,2.4,14.7,0.0,72.9,-666666666,9.7,47465
15852,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,47467
15853,0.5,38.3,1.3,22.3,0.0,92.3,87961,5.3,47468
15854,5.3,22.4,2.7,22.6,0.5,83.8,66636,8.6,47469
15855,12.1,9.6,0.0,10.5,0.0,85.9,68170,8.5,47470
15856,7.1,15.6,10.1,15.6,1.0,77.0,57321,10.4,47471
15857,6.2,16.5,10.5,16.5,6.5,85.2,56901,11.4,47501
15858,0.4,15.2,1.6,16.3,0.9,83.7,62564,11.1,47512
15859,1.7,12.6,1.8,10.8,0.1,54.2,61985,3.9,47513
15860,3.8,9.2,0.3,21.7,0.3,89.9,-666666666,0.0,47514
15861,2.4,8.3,0.0,10.2,0.5,74.9,65083,5.2,47515
15862,1.9,17.9,0.7,11.1,0.4,82.7,69737,11.5,47516
15863,4.6,7.1,1.8,3.5,0.0,85.3,116250,0.0,47519
15864,2.2,10.7,0.6,17.7,0.2,82.1,54038,15.6,47520
15865,6.3,27.0,0.0,7.3,0.0,73.1,97115,0.0,47521
15866,5.1,3.8,5.2,44.4,0.9,85.6,67500,7.6,47522
15867,3.6,21.2,8.4,7.0,4.8,87.2,67661,6.6,47523
15868,2.5,11.3,4.4,19.0,3.2,76.6,54191,13.9,47524
15869,0.0,29.2,0.0,23.8,0.0,86.4,49167,0.0,47525
15870,3.7,31.1,2.5,5.8,3.6,83.2,85723,0.0,47527
15871,1.5,19.7,0.7,16.0,0.0,65.3,51875,4.6,47528
15872,9.4,17.9,17.9,13.6,0.0,82.1,70000,5.8,47529
15873,0.0,19.2,0.0,13.7,0.0,58.7,95980,0.0,47531
15874,3.1,26.5,1.8,10.4,2.2,89.5,83456,0.9,47532
15875,2.1,21.1,0.0,24.2,0.0,72.1,56250,20.6,47535
15876,1.4,19.2,0.3,20.7,0.0,59.9,47440,1.2,47537
15877,1.1,22.9,3.0,14.0,5.0,86.6,74408,0.9,47541
15878,8.6,20.6,14.3,10.6,10.3,85.8,67361,2.2,47542
15879,3.1,25.1,5.9,11.6,3.8,85.7,64411,6.1,47546
15880,0.0,27.5,2.8,9.1,1.0,83.5,105208,0.0,47550
15881,0.0,22.8,0.0,17.9,1.4,88.0,82813,0.0,47551
15882,0.0,30.5,0.0,0.0,0.0,75.8,124063,0.0,47552
15883,8.5,16.7,13.0,13.1,0.3,81.3,70533,5.2,47553
15884,2.3,9.8,0.6,15.8,0.0,85.0,58125,14.8,47557
15885,37.1,8.5,43.2,7.7,0.0,57.9,79958,1.9,47558
15886,3.4,7.8,0.2,19.8,0.0,86.3,41884,5.3,47561
15887,26.5,14.7,31.3,12.4,0.4,73.6,68287,3.7,47562
15888,12.2,7.8,2.1,8.3,0.5,81.2,55909,13.5,47564
15889,3.3,16.6,0.5,15.8,0.5,76.5,63224,6.0,47567
15890,8.0,11.3,17.6,15.6,4.2,73.3,52143,16.1,47568
15891,0.0,0.0,0.0,63.2,0.0,100.0,-666666666,0.0,47573
15892,0.0,16.2,0.0,8.5,0.0,79.7,105104,0.0,47574
15893,1.5,21.4,0.0,8.3,0.0,65.1,98021,1.1,47575
15894,15.4,25.0,0.0,3.2,0.0,92.7,-666666666,0.0,47576
15895,2.2,21.9,5.4,14.0,3.4,65.2,65234,3.6,47577
15896,1.9,16.2,0.6,24.1,0.0,69.8,52055,0.0,47578
15897,0.0,36.2,1.6,11.0,0.2,90.3,94632,0.5,47579
15898,23.7,23.2,0.0,26.1,0.0,29.9,52873,0.0,47580
15899,3.5,12.3,2.0,22.8,0.0,71.1,59189,9.4,47581
15900,5.0,2.0,0.8,7.3,0.7,64.8,48125,1.4,47584
15901,0.0,5.9,0.0,2.3,0.0,61.5,73636,0.0,47585
15902,1.2,17.9,2.1,14.2,1.8,81.7,57027,8.0,47586
15903,8.2,20.3,0.0,21.4,0.0,84.5,57232,4.5,47588
15904,2.9,22.2,2.0,12.1,0.0,94.8,97250,16.1,47590
15905,3.9,20.1,5.1,17.6,2.6,86.6,57594,14.4,47591
15906,0.0,0.0,0.0,5.1,0.0,68.1,96771,0.0,47596
15907,3.0,7.7,0.4,16.8,0.2,77.9,62368,8.9,47597
15908,2.5,14.2,1.6,18.4,1.4,73.1,63527,10.3,47598
15909,2.5,22.1,2.1,15.1,1.7,80.8,77254,8.5,47601
15910,3.3,20.3,1.1,13.2,0.0,91.2,70636,6.0,47610
15911,2.3,20.3,0.7,14.6,0.2,65.7,54432,6.3,47611
15912,2.4,16.7,1.0,9.9,0.4,86.6,63571,12.0,47612
15913,1.3,19.1,2.0,11.4,0.2,91.2,106136,2.7,47613
15914,0.7,20.8,2.7,21.2,4.1,65.9,62222,7.9,47615
15915,3.3,59.5,0.0,11.1,0.4,94.5,112841,1.1,47616
15916,1.1,10.1,1.2,9.4,0.9,77.7,66452,1.3,47619
15917,2.3,22.3,2.5,12.7,1.5,89.7,72646,7.9,47620
15918,0.8,43.3,5.4,10.9,5.9,93.9,97764,2.4,47630
15919,2.9,25.4,0.9,15.6,2.0,82.8,65341,3.8,47631
15920,3.2,18.6,0.6,15.0,0.1,77.8,61534,2.5,47633
15921,2.7,12.2,2.5,12.1,2.8,81.1,62228,11.3,47634
15922,1.8,16.8,1.0,15.7,0.9,79.7,53594,14.6,47635
15923,3.7,13.7,0.0,16.9,0.0,87.1,60000,6.1,47637
15924,0.4,30.6,0.2,6.3,1.5,91.3,80729,2.9,47638
15925,0.2,22.8,1.0,7.8,0.4,88.3,83777,1.7,47639
15926,3.1,15.3,0.0,25.2,0.0,59.6,56708,8.6,47640
15927,0.0,21.9,1.4,10.9,0.3,90.1,68047,2.5,47648
15928,0.9,11.4,2.1,25.1,0.9,73.8,51724,4.7,47649
15929,0.0,27.3,0.0,20.0,0.0,83.3,80000,16.7,47654
15930,2.5,18.2,1.2,21.0,1.2,87.2,52303,7.6,47660
15931,2.2,22.5,0.6,12.2,0.7,92.7,64185,5.5,47665
15932,2.8,8.7,0.5,13.9,0.4,85.2,62031,10.8,47666
15933,3.8,14.7,4.5,18.0,3.5,83.9,63333,11.8,47670
15934,0.0,6.7,0.0,29.7,0.0,94.1,61250,5.9,47683
15935,4.3,43.8,8.8,15.7,7.0,90.9,49904,3.3,47708
15936,2.8,17.6,3.4,19.2,1.8,84.6,44767,16.5,47710
15937,1.7,22.3,2.0,18.6,1.5,88.8,62359,11.1,47711
15938,2.6,27.3,2.7,12.9,2.0,85.9,59121,7.0,47712
15939,2.8,18.8,3.4,23.5,3.7,78.5,36147,23.8,47713
15940,3.9,20.8,6.6,16.1,5.4,90.1,53840,13.7,47714
15941,2.0,33.8,6.5,14.1,5.4,89.8,58265,9.5,47715
15942,1.4,33.5,1.0,12.9,0.4,86.1,73732,6.0,47720
15943,0.5,44.0,3.0,8.1,2.4,95.2,103879,0.7,47725
15944,2.1,28.7,4.2,16.5,2.7,88.2,58923,11.8,47802
15945,1.2,37.6,6.3,12.8,5.8,89.8,58477,7.5,47803
15946,3.3,17.0,7.4,22.4,3.5,82.9,39129,19.5,47804
15947,1.8,22.8,2.1,16.5,0.6,88.1,65865,8.3,47805
15948,3.3,13.0,6.9,21.3,3.0,77.6,22677,22.0,47807
15949,-666666666.0,-666666666.0,4.4,1.2,2.4,-666666666.0,-666666666,-666666666.0,47809
15950,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,47831
15951,2.3,25.1,3.3,16.6,0.0,76.8,89261,4.6,47832
15952,3.5,21.3,2.0,22.1,1.1,82.9,94559,10.2,47833
15953,2.0,17.0,1.4,18.1,1.0,86.0,66519,11.1,47834
15954,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,47836
15955,6.7,15.0,0.0,9.4,0.0,65.6,73063,3.3,47837
15956,5.8,8.7,4.6,18.5,1.8,81.0,73051,16.2,47838
15957,0.5,28.9,0.1,14.7,0.4,90.7,93365,4.6,47840
15958,1.7,13.5,0.9,13.8,0.6,82.3,50485,14.8,47841
15959,1.2,19.1,1.0,20.3,0.3,87.2,55053,11.0,47842
15960,0.0,0.0,0.0,0.0,0.0,100.0,-666666666,0.0,47845
15961,0.0,20.6,0.0,4.1,0.0,88.8,95156,4.6,47846
15962,2.1,8.4,0.0,7.8,0.0,85.9,52450,11.4,47847
15963,6.8,12.3,1.8,16.9,0.0,80.3,56469,7.7,47848
15964,6.5,5.9,3.3,19.6,4.5,80.3,95556,14.1,47849
15965,5.9,15.3,0.7,22.7,0.7,82.3,63382,11.9,47850
15966,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,47851
15967,2.2,11.8,1.5,19.0,0.0,81.8,61964,5.5,47853
15968,0.0,41.1,0.0,9.1,0.0,86.6,103750,3.5,47854
15969,2.3,4.4,0.0,23.2,0.0,73.5,45438,7.2,47855
15970,9.3,8.9,0.0,8.7,0.0,81.7,62000,2.9,47857
15971,1.4,7.7,0.0,3.2,0.0,86.1,50792,0.0,47858
15972,19.6,4.3,35.3,9.3,0.2,63.8,58750,9.5,47859
15973,6.7,4.8,1.5,14.4,0.0,75.1,36694,33.8,47860
15974,6.7,32.8,0.2,17.6,1.6,88.9,81071,7.3,47861
15975,3.8,15.1,2.8,18.8,1.2,85.0,60625,11.9,47862
15976,0.0,20.9,0.0,15.1,0.0,80.9,70811,0.0,47863
15977,0.0,0.0,0.0,25.0,0.0,100.0,-666666666,0.0,47865
15978,0.0,11.3,9.6,2.8,0.0,92.5,98693,0.0,47866
15979,5.5,11.7,1.1,23.1,0.4,76.2,51856,8.2,47868
15980,0.0,0.0,0.0,52.9,0.0,100.0,-666666666,0.0,47869
15981,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,47870
15982,1.6,12.4,0.0,9.0,0.4,85.4,55125,18.2,47871
15983,10.1,15.1,6.8,15.5,0.8,70.8,60711,12.5,47872
15984,1.8,15.0,1.8,16.9,1.4,84.8,70000,4.3,47874
15985,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,47875
15986,0.0,47.7,0.0,8.7,2.3,-666666666.0,-666666666,-666666666.0,47876
15987,2.4,12.1,3.0,20.1,0.6,66.2,50417,12.4,47879
15988,0.0,35.7,0.0,0.0,0.0,100.0,-666666666,0.0,47880
15989,5.4,7.5,0.0,24.7,0.0,59.8,39000,11.0,47881
15990,1.0,17.1,0.7,15.1,0.0,81.2,52232,12.0,47882
15991,1.1,11.5,0.0,13.0,0.4,90.1,66875,6.3,47884
15992,4.4,19.4,1.0,17.6,0.3,87.8,59451,12.0,47885
15993,0.2,55.5,10.0,18.1,12.7,87.8,40527,18.5,47901
15994,4.9,20.3,9.4,14.7,6.6,82.0,44243,14.3,47904
15995,3.0,32.9,8.0,10.7,8.1,88.3,63072,9.0,47905
15996,1.1,60.8,20.6,6.8,18.6,88.0,46732,2.3,47906
15997,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,47907
15998,4.9,29.9,11.0,9.6,7.5,90.2,64328,9.0,47909
15999,15.2,0.0,0.0,17.9,0.0,68.4,-666666666,10.5,47916
16000,3.6,23.3,33.7,16.9,7.8,92.7,94000,19.3,47917
16001,3.9,10.4,2.3,16.6,1.8,83.8,61542,10.5,47918
16002,2.1,34.7,12.2,9.4,0.7,95.0,103929,1.8,47920
16003,5.6,18.6,15.5,18.8,6.3,90.3,78125,13.2,47921
16004,6.5,9.1,8.0,23.9,7.2,83.1,53939,12.7,47922
16005,0.6,22.1,1.9,11.4,1.5,90.5,77439,3.1,47923
16006,0.0,0.0,0.0,0.0,0.0,100.0,85429,0.0,47924
16007,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,47925
16008,0.3,12.9,0.7,16.4,0.0,67.3,71250,5.5,47926
16009,2.2,6.5,1.5,23.4,0.8,80.5,56667,19.1,47928
16010,0.6,18.6,4.5,13.4,0.0,80.5,71667,4.5,47929
16011,3.0,17.0,0.8,9.5,0.4,78.0,56709,3.6,47930
16012,2.3,22.4,5.5,13.9,2.1,87.0,63558,4.3,47932
16013,3.1,21.0,6.6,16.4,4.0,87.3,59648,10.0,47933
16014,2.2,18.3,3.4,10.6,1.9,90.7,64375,6.3,47940
16015,2.5,20.9,3.2,16.9,1.2,95.9,69650,6.0,47941
16016,1.2,15.4,0.8,16.0,0.0,88.2,80114,9.9,47942
16017,7.7,8.3,26.3,0.0,16.3,97.9,63843,0.0,47943
16018,3.8,24.3,2.2,15.6,0.2,79.9,52623,8.4,47944
16019,5.9,12.1,8.1,12.8,5.3,92.9,77969,3.1,47946
16020,4.4,12.6,2.5,17.1,1.8,88.0,58125,13.5,47948
16021,2.0,12.1,0.3,13.7,0.6,92.4,73598,14.7,47949
16022,6.6,3.4,33.6,11.5,9.7,65.9,62552,0.0,47950
16023,2.3,18.1,4.8,18.3,3.1,87.0,60520,20.8,47951
16024,3.0,11.2,3.2,31.2,0.5,79.1,46593,8.9,47952
16025,0.8,30.3,3.3,9.8,6.0,91.4,82386,5.9,47954
16026,1.4,22.3,3.3,18.4,1.7,82.8,57083,11.7,47955
16027,5.1,5.1,4.1,10.4,2.0,81.7,55313,14.2,47957
16028,10.7,17.0,1.5,19.0,0.0,84.7,-666666666,15.3,47958
16029,17.5,9.3,29.6,12.4,24.2,85.9,54808,1.8,47959
16030,1.3,18.5,4.2,18.1,2.9,87.8,63498,6.1,47960
16031,2.3,11.8,7.5,14.8,2.4,90.8,69282,10.4,47963
16032,3.1,4.6,0.0,21.2,0.0,79.5,46750,7.7,47964
16033,0.8,11.3,0.2,22.0,0.4,78.0,68750,11.2,47965
16034,2.0,10.2,4.6,25.2,1.9,86.9,52500,11.9,47966
16035,0.5,12.5,1.9,21.7,1.2,92.2,75399,2.9,47967
16036,0.8,25.0,0.2,11.9,0.0,93.6,62083,8.6,47968
16037,1.1,15.3,3.3,13.5,0.4,97.1,53125,6.8,47969
16038,3.6,23.8,2.3,18.7,2.0,94.4,64762,9.7,47970
16039,2.1,10.0,1.4,25.0,0.9,83.8,47470,9.8,47971
16040,2.8,17.3,11.3,13.0,2.8,83.4,86985,12.8,47974
16041,2.0,29.7,3.2,13.6,2.8,93.7,70515,12.2,47975
16042,1.2,26.0,2.3,16.5,1.0,94.4,73654,3.5,47977
16043,2.9,17.4,3.7,15.5,3.7,88.2,68299,5.8,47978
16044,1.4,21.0,2.9,13.7,1.3,90.4,65333,9.1,47980
16045,0.0,25.0,3.9,15.6,4.7,93.6,87727,0.0,47981
16046,1.9,8.3,0.0,19.3,0.0,85.9,60000,4.7,47982
16047,0.0,17.8,0.0,6.6,0.0,92.1,80573,0.0,47983
16048,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,47986
16049,4.1,10.4,0.8,18.1,0.1,87.8,64824,5.9,47987
16050,4.0,26.7,16.7,10.1,3.2,84.5,97391,4.2,47989
16051,2.7,13.4,5.1,12.3,0.6,78.4,55000,8.9,47990
16052,1.6,8.6,0.7,22.5,0.2,88.2,104688,2.6,47991
16053,3.5,26.0,0.0,7.5,3.9,98.1,104779,1.8,47992
16054,2.0,18.7,0.5,18.4,0.8,86.9,64548,8.3,47993
16055,1.3,16.9,0.0,24.0,1.8,84.4,72813,9.5,47994
16056,1.6,20.3,2.7,12.0,1.8,88.2,75350,4.4,47995
16057,1.0,4.8,2.4,0.6,1.2,93.8,61250,0.0,47997
16058,0.6,17.6,2.1,15.9,2.5,92.6,63272,12.1,48001
16059,2.3,20.5,1.4,15.2,0.4,82.6,87000,1.7,48002
16060,1.8,21.3,6.9,12.2,5.3,91.6,85946,8.2,48003
16061,0.4,31.7,2.8,11.7,1.2,92.6,106190,4.5,48005
16062,1.8,16.7,2.4,14.1,1.2,82.9,71208,7.9,48006
16063,0.4,77.9,10.4,5.9,10.8,94.2,151556,1.8,48009
16064,1.8,11.0,5.6,16.6,2.4,88.9,65383,14.0,48014
16065,4.6,17.4,12.1,16.4,10.2,86.2,52067,19.8,48015
16066,0.9,43.6,6.7,10.6,5.6,92.5,83059,4.0,48017
16067,3.0,14.9,2.3,15.7,3.1,87.9,57953,21.6,48021
16068,1.3,12.9,1.8,13.1,1.3,80.5,90489,5.0,48022
16069,2.8,23.2,1.3,14.8,1.3,93.9,77250,4.5,48023
16070,1.4,75.8,8.7,9.6,8.2,96.5,171776,0.3,48025
16071,2.4,21.1,10.8,13.9,7.4,91.4,61039,11.9,48026
16072,0.7,17.4,1.7,11.8,2.0,88.7,80852,6.6,48027
16073,0.7,29.4,1.3,17.4,1.4,78.9,98523,0.8,48028
16074,4.7,22.5,9.3,19.9,6.5,87.7,59576,14.6,48030
16075,1.6,16.1,1.6,19.0,1.4,90.0,77222,10.8,48032
16076,3.3,30.5,7.1,18.7,4.7,86.9,54307,19.5,48033
16077,2.8,40.4,14.4,19.6,12.8,87.1,56351,13.0,48034
16078,2.4,18.4,7.6,13.6,6.2,90.3,66106,12.7,48035
16079,1.7,22.9,7.3,16.6,4.9,89.9,61767,14.0,48036
16080,2.5,28.1,13.4,14.6,10.7,89.7,77375,5.9,48038
16081,1.7,17.6,0.4,18.8,0.9,87.6,70969,11.1,48039
16082,2.5,25.9,1.8,13.6,2.7,88.4,67548,9.5,48040
16083,4.0,17.8,1.5,17.7,0.5,86.5,85250,6.0,48041
16084,1.3,40.4,16.2,8.8,9.0,95.6,120109,2.3,48042
16085,2.9,16.2,3.8,14.2,1.8,89.4,55154,20.1,48043
16086,3.0,33.6,14.9,10.2,10.7,97.1,109664,5.0,48044
16087,1.2,26.2,2.9,11.9,4.1,90.9,79260,8.5,48045
16088,1.3,29.6,3.5,11.3,3.2,93.2,91796,6.3,48047
16089,5.0,17.4,3.0,14.6,1.3,92.0,66473,17.4,48048
16090,0.4,23.5,0.3,10.5,0.5,92.5,82500,6.1,48049
16091,3.4,18.5,3.7,15.8,3.5,89.9,87150,6.1,48050
16092,2.1,22.9,7.0,14.2,5.3,91.3,86051,8.0,48051
16093,1.5,22.0,2.2,17.7,2.3,88.6,77000,5.1,48054
16094,1.5,27.9,2.6,15.1,2.0,90.6,77696,8.5,48059
16095,2.1,16.9,3.3,22.8,2.0,87.4,48639,25.7,48060
16096,2.3,26.8,5.1,11.4,5.9,92.0,76600,6.6,48062
16097,1.8,30.8,3.5,10.7,2.3,88.6,93333,7.5,48063
16098,3.8,18.4,4.8,14.6,4.1,88.9,86111,7.6,48064
16099,2.9,31.7,7.3,10.9,5.1,91.9,94048,5.9,48065
16100,3.7,14.2,6.8,18.8,4.4,89.6,57274,17.5,48066
16101,0.7,66.5,9.0,8.0,7.7,93.7,102687,4.1,48067
16102,1.2,76.8,7.1,8.3,7.6,98.4,164861,0.6,48069
16103,0.6,81.2,3.8,5.9,3.6,97.7,184815,0.7,48070
16104,4.4,31.3,14.7,16.1,12.9,88.4,63224,12.0,48071
16105,0.6,58.5,4.5,9.1,3.2,94.4,108125,2.6,48072
16106,1.4,57.6,6.3,10.0,5.9,92.4,86269,4.6,48073
16107,2.3,13.1,2.1,15.0,1.0,90.8,61574,13.5,48074
16108,1.2,37.1,5.5,14.0,3.7,89.1,66330,12.5,48075
16109,3.0,44.1,11.9,13.9,10.0,94.3,82129,8.3,48076
16110,0.8,24.5,1.9,12.2,2.4,89.0,83841,6.4,48079
16111,0.9,32.5,7.0,14.3,5.6,89.3,68424,7.4,48080
16112,1.5,27.2,3.6,14.2,3.3,89.7,74407,4.9,48081
16113,1.4,25.6,3.0,15.1,3.5,91.7,73517,6.1,48082
16114,4.7,51.7,33.3,11.3,32.5,92.9,86105,10.0,48083
16115,0.4,71.4,37.4,5.9,34.1,95.8,106250,1.5,48084
16116,1.6,59.9,27.2,7.9,24.6,96.8,137222,3.4,48085
16117,2.2,22.5,13.9,12.3,10.3,91.2,76475,7.3,48088
16118,3.3,10.7,7.2,18.2,4.7,88.1,50318,28.3,48089
16119,6.3,17.6,21.4,17.2,14.8,86.0,54857,24.0,48091
16120,6.0,25.6,29.8,14.6,21.3,90.4,69547,13.9,48092
16121,4.0,25.0,18.0,16.1,13.7,86.4,65245,13.2,48093
16122,4.1,37.4,15.1,12.6,9.1,92.8,94759,5.7,48094
16123,1.6,39.5,9.8,7.9,6.3,96.8,128790,4.4,48095
16124,1.4,23.9,5.5,18.3,2.3,90.7,115507,5.4,48096
16125,2.1,12.5,2.5,16.9,1.7,80.2,55536,14.1,48097
16126,0.7,73.2,37.3,8.3,28.2,97.6,157997,1.8,48098
16127,2.5,28.0,10.5,15.6,4.6,90.5,73792,7.1,48101
16128,1.2,75.5,15.7,8.9,13.1,95.5,113829,3.8,48103
16129,0.5,81.5,16.1,6.2,13.3,92.5,58224,3.3,48104
16130,0.8,81.9,30.9,6.8,28.9,92.3,93203,3.4,48105
16131,1.4,63.7,26.7,8.6,22.2,96.0,76226,6.3,48108
16132,0.0,51.2,22.3,4.2,9.8,92.2,13708,0.0,48109
16133,2.2,28.1,4.9,13.5,4.6,91.0,71090,11.3,48111
16134,1.0,46.1,3.5,10.5,3.5,94.3,112373,4.4,48114
16135,1.3,50.0,4.4,10.0,3.9,92.4,101881,2.8,48116
16136,1.6,15.0,3.3,15.4,2.4,88.2,75615,9.5,48117
16137,0.6,49.7,3.3,10.3,1.9,90.5,89125,1.6,48118
16138,16.3,37.1,67.6,9.6,38.1,90.7,61373,16.6,48120
16139,9.4,13.0,41.7,15.2,19.1,90.6,38918,26.4,48122
16140,2.1,40.0,19.2,10.3,11.0,91.4,76889,9.6,48124
16141,3.7,17.6,15.4,17.9,8.0,85.6,57299,18.5,48125
16142,13.4,24.9,73.6,11.4,41.4,86.8,46565,33.2,48126
16143,5.4,28.7,53.5,13.1,30.7,88.1,59535,19.5,48127
16144,3.0,52.8,32.1,8.2,17.5,93.7,97787,9.2,48128
16145,0.7,65.3,4.3,9.1,4.2,95.6,130333,1.9,48130
16146,0.5,26.1,2.0,15.6,1.9,84.7,77297,3.7,48131
16147,2.0,22.7,0.3,14.6,0.5,85.2,67802,10.9,48133
16148,1.1,23.8,5.1,10.1,2.9,90.8,83286,9.0,48134
16149,2.5,13.9,6.5,15.5,4.3,90.6,63630,9.4,48135
16150,0.2,30.5,3.5,14.0,3.1,91.3,85084,5.4,48137
16151,2.0,46.0,8.4,11.6,5.8,93.1,125469,2.7,48138
16152,0.0,13.5,11.2,30.3,0.0,100.0,62917,0.0,48139
16153,0.4,21.9,0.6,8.2,1.3,89.2,103611,4.0,48140
16154,3.0,12.1,7.4,18.6,4.3,86.2,38381,34.7,48141
